internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
22728318,Diomedea antipodensis,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,antipodensis,,,,,"Robertson & Warham, 1992",
22728323,Diomedea sanfordi,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,sanfordi,,,,,"Murphy, 1917",
22728364,Diomedea dabbenena,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,dabbenena,,,,,"Mathews, 1929",
22728372,Thalassarche carteri,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,carteri,,,,,"(Rothschild, 1903)",
22728432,Puffinus mauretanicus,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,mauretanicus,,,,,"Lowe, 1921",
22728437,Procellaria conspicillata,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,conspicillata,,,,,"Gould, 1844",
22728442,Pterodroma atrata,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,atrata,,,,,"Mathews, 1912",
22728808,Fregetta maoriana,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,OCEANITIDAE,Fregetta,maoriana,,,,,"(Mathews, 1932)","<em>Fregetta maoriana&#160;</em>(del Hoyo and Collar 2014), endemic to New Zealand (Brooke 2004), was not listed as part of the avifauna by Turbott (1990) as it was previously believed to be extinct. Previously placed in the genus <em>Oceanites</em> as <em>O. maorianus</em>&#160;after Sibley and Monroe (1990, 1993) based on Oliver (1955). Has alternatively been listed as the basionym,&#160;<em>Pealeornis</em>&#160;<em>maoriana</em> (Mathews 1932), by Gill <em>et al.</em> (2010). <br/>Long known only from putative fossil material and from three 19th-century specimens; was assessed as extinct. Has sometimes been considered a subspecies, or even merely a plumage variant, of <em>Oceanites oceanicus</em>, but is morphologically quite distinct. Recent phylogenetic work using cytochrome b and nuclear genes places it closer to <em>Fregetta</em> than to <em>Oceanites</em> (Robertson <em>et al.&#160;</em>2011). Monotypic.<p></p>"
22735624,Hydrobates monteiroi,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,monteiroi,,,,,"(Bolton et al., 2008)","<em>Oceanodroma castro</em>&#160;(Sibley and Monroe 1990, 1993) has been split into&#160;<em>O. castro</em>&#160;and&#160;<em>O. monteiroi</em>&#160;following Bolton&#160;<em>et al</em>. (2008). All&#160;<em>Oceanodroma&#160;</em>species have since been moved to&#160;<em>Hydrobates&#160;</em>(del Hoyo and Collar&#160;2014).<p></p>"
22736135,Pterodroma deserta,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,deserta,,,,,"Mathews, 1934","<p></p><p>  </p><p><em></em></p><p>  </p><p><em>Pterodroma feae</em> and <em>P. deserta </em>(del Hoyo and Collar 2014<em></em>) were previously lumped as<em> P. feae </em>following Sibley and Monroe (1990, 1993).</p>  <p></p>  <p></p>  <p></p>"
62101215,Synthliboramphus hypoleucus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE,Synthliboramphus,hypoleucus,,,,,"Xántus de Vesey, 1860","<span><em>Synthliboramphus hypoleucus</em> and <span><em>S. scrippsi</em></span> (del Hoyo and Collar 2014) were previously lumped as <em>S. hypoleucu</em>s following Sibley and Monroe (1990, 1993).<span><em><br/></em>"
22696756,Nannopterum harrisi,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Nannopterum,harrisi,,,,,"(Rothschild, 1898)","Following Kennedy and Spencer (2014) the genus&#160;<em>Phalacrocorax</em>&#160;has been divided into seven genera, with&#160;<em>P.&#160;auritus, P. brasilianus&#160;</em>and&#160;<em>P.</em>&#160;<em>harrisi</em>&#160;moved into&#160;<em>Nannopterum</em>&#160;(HBW and BirdLife International 2018)."
22696869,Leucocarbo colensoi,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Leucocarbo,colensoi,,,,,"(Buller, 1888)","Following Kennedy and Spencer (2014) the genus&#160;<em>Phalacrocorax</em>&#160;has been divided into seven genera, with&#160;<em>P.&#160;magellanicus, P. bougainvilliorum,&#160;P.&#160;atriceps,&#160;P.&#160;verrucosus,&#160;P.&#160;carunculatus,&#160;P.&#160;chalconotus,&#160;P.&#160;onslowi,&#160;P.&#160;campbelli,&#160;P.&#160;ranfurlyi&#160;</em>and<em>&#160;</em><em>P.&#160;</em><em>colensoi&#160;</em>moved into&#160;<em>Leucocarbo</em>&#160;(HBW and BirdLife International 2018).&#160;In past, often considered a subspecies of <em>L. campbelli</em> (which see). Monotypic."
22696840,Leucocarbo campbelli,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Leucocarbo,campbelli,,,,,"(Filhol, 1878)","Following Kennedy and Spencer (2014) the genus&#160;<em>Phalacrocorax</em>&#160;has been divided into seven genera, with&#160;<em>P.&#160;magellanicus, P. bougainvilliorum,&#160;P.&#160;atriceps,&#160;P.&#160;verrucosus,&#160;P.&#160;carunculatus,&#160;P.&#160;chalconotus,&#160;P.&#160;onslowi,&#160;P.&#160;campbelli,&#160;P.&#160;ranfurlyi&#160;</em>and<em>&#160;</em><em>P.&#160;</em><em>colensoi&#160;</em>moved into&#160;<em>Leucocarbo</em>&#160;(HBW and BirdLife International 2018).&#160;In past, often considered to include <em>P. ranfurlyi </em>and <em>P. colensoi</em>; these three were sometimes treated as conspecific with <em>P. carunculatus</em> complex (<em>carunculatus</em>, <em>chalconotus</em> and <em>onslowi</em>), all then being listed as subspecies of <em>P. carunculatus</em>. Monotypic."
22697583,Balaeniceps rex,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,BALAENICIPITIDAE,Balaeniceps,rex,,,,,"Gould, 1850",
22691932,Ardeotis nigriceps,ANIMALIA,CHORDATA,AVES,OTIDIFORMES,OTIDIDAE,Ardeotis,nigriceps,,,,,"(Vigors, 1831)",
134629458,Cyrtodactylus tanahjampea,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Cyrtodactylus,tanahjampea,,,,,"Riyanto, Hamidy &amp; McGuire, 2018",
5447,Cottus petiti,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,petiti,,,,,"Bǎcescu &amp; Bǎcescu-Meşter, 1964",
22730,Umbra krameri,ANIMALIA,CHORDATA,ACTINOPTERYGII,ESOCIFORMES,UMBRIDAE,Umbra,krameri,,,,,"Walbaum, 1792","Molecular analyses have identified three major genetic lineages, which inhabit the Danube main stem and Drava tributary system, plus the Sava and Tisza rivers, respectively. Subpopulations occupying the Dniester River are closely-related to the first of these lineages (Marić <em>et al.</em> 2017).<br/><br/>At the finer scale, at least 14 genetically-differentiated subpopulations exist. Some of these, e.g., those inhabiting the Danube and Dniester deltas, are relatively large and believed to comprise thousands of individuals, but most are much smaller (Takács <em>et al.</em> 2015, Marić <em>et al.</em> 2017, 2019, Bănăduc <em>et al.</em> 2022)."
23207,Zingel asper,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Zingel,asper,,,,,"(Linnaeus, 1758)",
258617815,Barbatula quignardi,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,NEMACHEILIDAE,Barbatula,quignardi,,,,,"(Bǎcescu-Meşter, 1967)","This species was for a period believed to have a relatively wide distribution in France and northern Spain, but it is currently considered endemic to its type locality in southern France (Denys <em>et al</em>. 2021). The former taxonomic concept of <em>B. quignardi</em> included individuals now classified as <em>B. hispanica</em>.<br/><br/>The taxonomy of <em>Barbatula</em> species in Western Europe is not fully resolved. Subpopulations inhabiting rivers in Catalonia, northeastern Spain, and a number of French systems (including the Garonne and Rhône rivers) may represent undescribed taxa (Gauliard <em>et al.</em> 2019, Clavero <em>et al. </em>2023)."
184440,Knipowitschia mrakovcici,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Knipowitschia,mrakovcici,,,,,"Miller, 2009","Molecular analyses have demonstrated that this species is closely-related to the congeners <em>Knipowitschia panizzae</em> and <em>K. radovici</em>, leading to suggestions that they correspond to a single taxon (Geiger <em>et al.</em> 2014, Thacker <em>et al.</em> 2019).<br/><br/>However, <em>K. radovici</em> and <em>K. mrakovcici</em> <em></em>are exclusively found in freshwater habitats, while <em>K. panizzae</em> is euryhaline, and the three taxa are diagnosable by morphological characters (Kovačić 2005, Miller 2009).<br/><br/>It is therefore possible that they diverged very recently, in which case powerful genetic markers such as microsatellies or next-generation sequencing would be required to detect any genetic variability (Milana <em>et al.</em> 2021).<br/><br/>In the absence of a definitive review, these three taxa continue to be assessed separately for the Red List."
13160676,Iberochondrostoma olisiponense,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Iberochondrostoma,olisiponense,,,,,"(Gante, Santos &amp; Alves, 2007)",
18479,Tachysurus medianalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,BAGRIDAE,Tachysurus,medianalis,,,,,"(Regan, 1904)","Originally <i>Macrones medianalis</i>, but changed in 1989 to <i>Pseudobagrus 
medianalis</i> by Burgess."
78964958,Hyloscirtus antioquia,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,antioquia,,,,,"Rivera-Correa &amp; Faivovich, 2013","This species was originally&#160;described as&#160;<em>Hyloscirtus antioquia</em> by&#160;Rivera-Correa and Faivovich (2013).&#160;In 2016, the species was transferred to the genus <em>Colomascirtus </em>(Duellman <em>et al.</em> 2016) and when the first assessment for this species was published (in 2017) it was still under the generic name&#160;<em>Colomascirtus</em>.&#160;<em>Colomascirtus</em>&#160;is now recognised as a junior synonym of&#160;<em>Hyloscirtus&#160;</em>(Rojas-Runjaic&#160;<em>et al.</em> 2018), hence the species has been returned to the genus&#160;<em>Hyloscirtus</em>."
55333,Gastrotheca excubitor,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HEMIPHRACTIDAE,Gastrotheca,excubitor,,,,,"Duellman &amp; Fritts, 1972","A distinct genetic difference exists between a specimen from Abra Amparaes and two individuals from Abra Acjanaco (Duellman <em>et al</em>. 2011). Much more extensive phylogenetic analyses most likely will reveal that <em>G. excubitor</em>, as it is now recognized, consists of two or more cryptic species (Duellman and Trueb 2015)."
158615,Hyloscirtus tigrinus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,tigrinus,,,,,"Mueses-Cisneros &amp; Anganoy-Criollo, 2008","This species was been moved from the genus <em>Hyloscirtus</em> to <em>Colomascirtus </em>(Duellman <em>et al</em>. 2016), and then subsequently moved back to <em>Hyloscirtus </em>(Rojas-Runjaic <em>et al</em>. 2018)."
182964,Apricaphanius saourensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,APHANIIDAE,Apricaphanius,saourensis,,,,,"(Blanco, Hrbek &amp; Doadrio, 2006)",This species was transferred to the genus <em>Apricaphanius </em>by Freyhof &amp; Yoğurtçuoğlu (2020).<br/><em></em>
788,Alburnus albidus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Alburnus,albidus,,,,,"(Costa, 1838)","Molecular evidence suggests that this species is very closely-related to the congener <em>Alburnus arborella</em>, and additional systematic research is recommended (Geiger <em>et al</em>. 2014)."
61350,Aulopyge huegelii,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Aulopyge,huegelii,,,,,"Heckel, 1843",
61391,Alburnus belvica,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Alburnus,belvica,,,,,"Karaman, 1924",
135527,Alburnoides prespensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Alburnoides,prespensis,,,,,"(Karaman, 1924)","The systematics of <em>Alburnoides</em> taxa from the western Balkan region remains unresolved, and they are sometimes described as belonging to the ""<em>Alburnoides prespensis</em> complex"".<br/><br/>In particular, the results of molecular analyses suggest that the congeners <em>A. devolli</em> and <em>A. fangfangae</em>, plus subpopulations inhabiting the Vjosa (el. Aoös), Skhumbin, Dukati and Borsh river systems in Albania and Greece, might be conspecific with <em>A. prespensis</em> (Geiger <em>et al</em>. 2014, Jouladeh-Roudbar <em>et al.</em> 2016, Stierandová et al. 2016, Tsoupas <em>et al.</em> 2022).<br/><p></p>"
135598,Alburnus mandrensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Alburnus,mandrensis,,,,,"(Drensky, 1943)",
135620,Alburnus macedonicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Alburnus,macedonicus,,,,,"Karaman, 1928",
135683,Achondrostoma occidentale,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Achondrostoma,occidentale,,,,,"(Robalo, Almada, Sousa Santos, Moreira &amp; Doadrio, 2005)",
184445,Achondrostoma salmantinum,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Achondrostoma,salmantinum,,,,,"Doadrio &amp; Elvira, 2007",
218125141,Barbus tyberinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,tyberinus,,,,,"Bonaparte, 1839","This species was formerly considered native to a series of river systems draining from eastern Italy to the Adriatic Sea, but these subpopulations were in 2021 reassigned to the congeneric Italian Barbel (<em>Barbus plebejus</em>), Samnite Barbel (<em>B. samniticus</em>) and Fucine Barbel (<em>B. fucini</em>). Subpopulations inhabiting rivers south of the Tiber system on the Tyrrhenian slope were also reassigned to the Fucine Barbel (Lorenzoni <em>et al</em>. 2021)."
135629,Barbatula zetensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,NEMACHEILIDAE,Barbatula,zetensis,,,,,"(Sorić, 2000)",
4788,Chondrostoma knerii,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Chondrostoma,knerii,,,,,"Heckel, 1843",
4790,Chondrostoma phoxinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Chondrostoma,phoxinus,,,,,"Heckel, 1843",
4792,Chondrostoma prespense,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Chondrostoma,prespense,,,,,"Karaman, 1924",
4794,Chondrostoma soetta,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Chondrostoma,soetta,,,,,"Bonaparte, 1840",
5027,Cobitis calderoni,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,calderoni,,,,,"Bǎcescu, 1962",
5030,Cobitis stephanidisi,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,stephanidisi,,,,,"Economidis, 1992","Molecular analyses suggest that this taxon might be conspecific with the Vardar Spined Loach (<em>Cobitis vardarensis</em>), albeit no explicit systematic review has yet been published (Barbieri <em>et al.</em> 2015, Perdices <em>et al</em>. 2018). Moreover, there exists unpublished data indicating that it is genetically distinct, therefore further research is required (S. Zogaris pers. comm.)."
5034,Cobitis meridionalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,meridionalis,,,,,"Karaman, 1924",
5369,Coregonus lavaretus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,lavaretus,,,,,"(Linnaeus, 1758)","This taxon has a complex systematic history. With the exception of the morphologically distinct ciscoes, its scientific name has at some point been applied to virtually all Eurasian whitefish subpopulations, often alongside the vernacular English names ""Common Whitefish"" or ""European Whitefish"". This extremely broad taxonomimc concept continues to be utilised in published literature (see below).<br/><br/>In addition, most of the synonyms currently associated with this species relate to taxa described from outside its native range and are therefore likely to be reassigned in the future.<br/><br/>At the regional scale, the systematics of European ciscoes and whitefishes (<em>Coregonus</em> spp.) has been the subject of considerable debate since the turn of the 21<sup>st</sup> century, with little indication of a definitive outcome.<br/><br/>It  is widely accepted that non-anadromous members of this group have  repeatedly undergone adaptive radiations in boreal, subarctic and  perialpine lakes (Douglas<em> et al.</em> 1999, Østbye <em>et al.</em> 2005, Kahilainen and Østbye 2006, Harrod <em>et al.</em> 2010, Hudson <em>et al. </em>2011).<br/><br/>Subpopulations  inhabiting these systems largely diversified in the wake of the most  recent glacial period 10,000-15,000 years ago. They are typified by  parallel patterns of divergence in traits associated with foraging  (i.e., gill raker counts, benthic vs. pelagic feeding ecology),  physiology (i.e., growth rate, habitat depth partitioning) and  reproductive ecology (i.e., reproductive timing and spawning habitat).<br/><br/>Up  to six different sympatric forms sometimes referred to as “morphs”,  ""ecomorphs"" or ""ecotypes"" have been recorded in perialpine lakes, and  these radiations might be even more diverse in some large systems of  northeastern Europe (Præbel <em>et al.</em> 2013, Doenz <em>et al.</em> 2018, Bitz‐Thorsen <em>et al.</em> 2020, Öhlund <em>et al.</em> 2020).<br/><br/>However, there exist significant differences in opinion regarding the taxonomic status of these forms.<br/><br/>In  Northern Europe, including the United Kingdom, all except a handful of  Irish subpopulations are usually regarded as belonging to two  widely-distributed species; <em>Coregonus albula</em> (ciscoes) and <em>C. lavaretus</em> (whitefishes), with the latter also frequently referred to as the ""<em>Coregonus lavaretus</em> species complex” (Etheridge <em>et al.</em> 2012, Wanke <em>et al. </em>2017, Häkli <em>et al. </em>2018, Crotti <em>et al.</em>  2020). Within this comparatively uniform taxonomic concept, the  catch-all English vernacular name “Vendace” is typically used for <em>C. albula</em> while ""Common Whitefish"" or ""European Whitefish"" are applied to <em>C. lavaretus</em>.<br/><br/>Conversely,  researchers and fisheries authorities based in Central Europe have  tended to treat the different forms as distinct taxa, leading to the  recognition of more than 60 species across the European region (Kottelat  and Freyhof 2007, Selz <em>et al.</em> 2020, De-Kayne <em>et al.</em> 2022,  Selz and Seehausen 2023). Under this diverse taxonomic concept, the  name “Vendace” is restricted to its original usage for the United  Kingdom endemic <em>Coregonus vandesius</em> and the native range of <em>C. lavaretus</em> is limited to its type locality of Lake Bourget in France.<br/><br/>With the above in mind, it appears unlikely that the striking phenotypic diversity exhibited by members of this genus will ever be adequately represented by a single accepted taxonomic system. In the absence of a region-wide consensus, the IUCN Red List broadly follows the taxonomy provided by Fricke <em>et al.</em> (2024)."
258435731,Coregonus trybomi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,trybomi,,,,,"Svärdson, 1979","In some published literature, this taxon is referred to as a subpopulation or subspecies of the European Cisco (<em>Coregonus albula</em>).<br/><br/>Whitefish subpopulations occupying lakes Stora Hålsjön (Viskan River drainage), Åsunden and Fegen (Ätran River drainage) in Sweden, lakes Änättijärvi, Kostonjärvi, Kokkamo, Pirttijärvi, Suomunjärvi, Sokojärvi, Kajoonjärvi, Luovijärvi and Siikajärvi in Finland, and Lake Tolvajärvi and others in the Republic of Karelia, Russian Federation, were previously considered to be conspecific with the Ören Cisco (e.g., Kottelat and Freyhof 2007).<br/><br/>With the exception of Lake Fegen, all of these subpopulations were extirpated during the 20<sup>th</sup> century, and it is possible that they comprised several distinct taxa.<br/><br/>At the regional scale, the systematics of European ciscoes and whitefishes (<em>Coregonus</em> spp.) has been the subject of considerable debate since the turn of the 21<sup>st</sup> century, with little indication of a definitive outcome.<br/><br/>It is widely accepted that non-anadromous members of this group have repeatedly undergone adaptive radiations in boreal, subarctic and perialpine lakes (Douglas<em> et al.</em> 1999, Østbye <em>et al.</em> 2005, Kahilainen and Østbye 2006, Harrod <em>et al.</em> 2010, Hudson <em>et al. </em>2011).<br/><br/>Subpopulations inhabiting these systems largely diversified in the wake of the most recent glacial period 10,000-15,000 years ago. They are typified by parallel patterns of divergence in traits associated with foraging (i.e., gill raker counts, benthic vs. pelagic feeding ecology), physiology (i.e., growth rate, habitat depth partitioning) and reproductive ecology (i.e., reproductive timing and spawning habitat).<br/><br/>Up to six different sympatric forms sometimes referred to as “morphs”, ""ecomorphs"" or ""ecotypes"" have been recorded in perialpine lakes, and these radiations might be even more diverse in some large systems of northeastern Europe (Præbel <em>et al.</em> 2013, Doenz <em>et al.</em> 2018, Bitz‐Thorsen <em>et al.</em> 2020, Öhlund <em>et al.</em> 2020).<br/><br/>However, there exist significant differences in opinion regarding the taxonomic status of these forms.<br/><br/>In Northern Europe, including the United Kingdom, all except a handful of Irish subpopulations are usually regarded as belonging to two widely distributed species; <em>Coregonus albula</em> (ciscoes) and <em>C. lavaretus</em> (whitefishes), with the latter also frequently referred to as the ""<em>Coregonus lavaretus</em> species complex” (Etheridge <em>et al.</em> 2012, Wanke <em>et al. </em>2017, Häkli <em>et al. </em>2018, Crotti <em>et al.</em> 2020). Within this comparatively uniform taxonomic concept, the catch-all English vernacular name “Vendace” is typically used for <em>C. albula</em> while ""Common Whitefish"" or ""European Whitefish"" are applied to <em>C. lavaretus</em>.<br/><br/>Conversely, researchers and fisheries authorities based in Central Europe have tended to treat the different forms as distinct taxa, leading to the recognition of more than 60 species across the European region (Kottelat and Freyhof 2007, Selz <em>et al.</em> 2020, De-Kayne <em>et al.</em> 2022, Selz and Seehausen 2023). Under this diverse taxonomic concept, the name “Vendace” is restricted to its original usage for the United Kingdom endemic <em>Coregonus vandesius</em> and the native range of <em>C. lavaretus</em> is limited to its type locality of Lake Bourget in France.<br/><br/>With the above in mind, it appears unlikely that the striking phenotypic diversity exhibited by members of this genus will ever be adequately represented by a single accepted taxonomic system. In the absence of a region-wide consensus, the IUCN Red List broadly follows the taxonomy provided by Fricke <em>et al.</em> (2024)."
60347,Cobitis vettonica,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,vettonica,,,,,"Doadrio &amp; Perdices, 1997",
60829,Cobitis dalmatina,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,dalmatina,,,,,"Karaman, 1928",
60858,Cobitis zanandreai,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,zanandreai,,,,,"Cavicchioli, 1965",
135512,Coregonus arenicolus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,arenicolus,,,,,"Kottelat, 1997","In some published literature, this taxon is treated as a subpopulation of the Bourget Whitefish (<em>Coregonus lavaretus</em>) or a member of the ""<em>Coregonus lavaretus</em> species complex"", and referred to by the English vernacular names ""Common Whitefish"" or ""European Whitefish"" (see below).<br/><br/>At the regional scale, the systematics of European ciscoes and whitefishes (<em>Coregonus</em> spp.) has been the subject of considerable debate since the turn of the 21<sup>st</sup> century, with little indication of a definitive outcome.<br/><br/>It is widely accepted that non-anadromous members of this group have repeatedly undergone adaptive radiations in boreal, subarctic and perialpine lakes (Douglas<em> et al.</em> 1999, Østbye <em>et al.</em> 2005, Kahilainen and Østbye 2006, Harrod <em>et al.</em> 2010, Hudson <em>et al. </em>2011).<br/><br/>Subpopulations inhabiting these systems largely diversified in the wake of the most recent glacial period 10,000-15,000 years ago. They are typified by parallel patterns of divergence in traits associated with foraging (i.e., gill raker counts, benthic vs. pelagic feeding ecology), physiology (i.e., growth rate, habitat depth partitioning) and reproductive ecology (i.e., reproductive timing and spawning habitat).<br/><br/>Up to six different sympatric forms sometimes referred to as “morphs”, ""ecomorphs"" or ""ecotypes"" have been recorded in perialpine lakes, and these radiations might be even more diverse in some large systems of northeastern Europe (Præbel <em>et al.</em> 2013, Doenz <em>et al.</em> 2018, Bitz‐Thorsen <em>et al.</em> 2020, Öhlund <em>et al.</em> 2020).<br/><br/>However, there exist significant differences in opinion regarding the taxonomic status of these forms.<br/><br/>In Northern Europe, including the United Kingdom, all except a handful of Irish subpopulations are usually regarded as belonging to two widely distributed species; <em>Coregonus albula</em> (ciscoes) and <em>C. lavaretus</em> (whitefishes), with the latter also frequently referred to as the ""<em>Coregonus lavaretus</em> species complex” (Etheridge <em>et al.</em> 2012, Wanke <em>et al. </em>2017, Häkli <em>et al. </em>2018, Crotti <em>et al.</em> 2020). Within this comparatively uniform taxonomic concept, the catch-all English vernacular name “Vendace” is typically used for <em>C. albula</em> while ""Common Whitefish"" or ""European Whitefish"" are applied to <em>C. lavaretus</em>.<br/><br/>Conversely, researchers and fisheries authorities based in Central Europe have tended to treat the different forms as distinct taxa, leading to the recognition of more than 60 species across the European region (Kottelat and Freyhof 2007, Selz <em>et al.</em> 2020, De-Kayne <em>et al.</em> 2022, Selz and Seehausen 2023). Under this diverse taxonomic concept, the name “Vendace” is restricted to its original usage for the United Kingdom endemic <em>Coregonus vandesius</em> and the native range of <em>C. lavaretus</em> is limited to its type locality of Lake Bourget in France.<br/><br/>With the above in mind, it appears unlikely that the striking phenotypic diversity exhibited by members of this genus will ever be adequately represented by a single accepted taxonomic system. In the absence of a region-wide consensus, the IUCN Red List broadly follows the taxonomy provided by Fricke <em>et al.</em> (2024)."
